标题,价格,价格区间,品牌,笔记本类型,省份,城市,销量,店铺
华硕灵耀14 28K轻薄笔记本商务办公OLED高清屏酷睿i5i7电脑苏宁易购官方旗舰店正品1634,5299.0,5000-7000元,华硕,轻薄本,江苏,南京,6.0,苏宁易购官方旗舰店
4060独显华硕游戏笔记本电脑i7玩家国度ROG天选2学生联想分期3060,1816.0,3000元以下,联想,游戏本,广东,深圳,4.0,大学生电竞笔记本商城
Huawei华为 笔记本电脑 Matebook 擎云S540 G540 Gen2  办公电脑,3400.0,3000-5000元,华为,其他类型,上海,未知,32.0,上海太平洋数码精品店
试用7天GPD MicroPC迷你掌上笔记本电脑6英寸办公炒股出差轻薄便携小电脑win10口袋电脑UMPC带网口,2489.0,3000元以下,其他品牌,轻薄本,广东,深圳,49.0,gamepaddigital旗舰店
2023新品酷睿i7笔记本电脑英特尔轻薄便携大学生超薄商务办公,988.0,3000元以下,其他品牌,轻薄本,广东,深圳,20.0,方技数码店
现货现发GPD Pocket3 迷你便携二合一平板掌上笔记本商务电脑win10手写8英寸轻薄超极本指纹识别触屏出差,3399.0,3000-5000元,其他品牌,轻薄本,广东,深圳,29.0,gpd天成专卖店
HP惠普 惠普 战99 战99AMD 酷睿笔记本电脑 高刷高色域 工作站,4939.0,3000-5000元,惠普,其他类型,上海,未知,100.0,惠普电脑商城
Lenovo联想 Yoga BOOK9i 双屏翻转本商务办公网课设计笔记本电脑,13499.25,10000-20000元,联想,其他类型,北京,未知,8.0,北京笔记本电脑实体店
Xiaomi小米 笔记本Pro i7笔记本12代触屏2050独显16办公游戏电脑,4088.0,3000-5000元,小米,游戏本,广东,佛山,36.0,广州悦动科技
机械革命蛟龙16Q翼龙15pro4060电竞游戏笔记本便携渲染笔记本电脑,5999.0,5000-7000元,机械革命,游戏本,江苏,苏州,500.0,机械革命游戏本数码商城
热销爆款华硕天选4 天选3代 13代i7电竞游戏本4060笔记本电脑,5999.0,5000-7000元,华硕,游戏本,江苏,南京,200.0,电脑正品商城
Lenovo联想 拯救者 R9000P Y7000P Y9000P R7000 游戏笔记本电脑,6399.0,5000-7000元,联想,游戏本,江苏,南京,100.0,联想笔记本特惠商城
HONOR荣耀MagicBook14X16pro锐龙轻薄全面屏办公游戏笔记本电脑,2368.0,3000元以下,荣耀,轻薄本,江苏,南京,22.0,欣潮数码科技
小米笔记本XiaomiBook Pro 1614寸4K超清OLED触控屏轻薄本电脑,4699.0,3000-5000元,小米,轻薄本,湖北,武汉,100.0,米粉数码科技
Asus华硕天选4 锐龙R7独显RTX4060游戏本156英寸学生笔记本电脑,5399.0,5000-7000元,华硕,游戏本,湖北,武汉,100.0,佰嘉百亿数码商城
华为触屏笔记本电脑MateBook E二合一双屏酷睿i7独显办公学习电竞,1233.87,3000元以下,华为,二合一笔记本,广东,深圳,5.0,正品数码产品直售店
荣耀magicbook14笔记本酷睿i5i7轻薄2024新商务游戏设计电脑X16,1909.0,3000元以下,荣耀,轻薄本,北京,未知,300.0,海威数码科技品牌店
2024新款RTX3060笔记本电脑旗舰正品次元战神6G独显直连英特尔酷睿i7高端笔记本大学生电竞手提吃鸡游戏,1899.0,3000元以下,其他品牌,游戏本,广东,深圳,24.0,UIG旗舰店
ROG玩家国度幻14幻15幻16华硕2024款设计师轻薄高性能笔记本电脑,6899.0,5000-7000元,华硕,轻薄本,北京,未知,42.0,华硕游戏笔记本自营店
宏碁acer2024新款暗影骑士擎5笔记本电脑156英寸电竞屏高色域独显满血功耗高性能游戏本,5989.0,5000-7000元,宏碁,游戏本,安徽,合肥,2.0,鑫一宏数码专营店
联想ThinkBook141516 超轻薄商务办公学生设计剪辑笔记本电脑,3349.0,3000-5000元,联想,轻薄本,北京,未知,54.0,品牌电脑之家
七彩虹隐星p15将星x1517学生游戏设计笔记本电脑电竞满血RTX4060,3694.0,3000-5000元,其他品牌,游戏本,江西,南昌,13.0,星星电脑品牌优惠店
ROG玩家国度魔霸新锐2024华硕7plus超能版败家之眼4060笔记本电脑,8731.0,7000-9000元,华硕,其他类型,北京,未知,22.0,华硕天选自营商城
联想小新Pro16 AI元启2024锐龙R78845H酷睿Ultra9轻薄笔记本电脑,4899.0,3000-5000元,联想,轻薄本,北京,未知,94.0,鼎科数码商城
Lenovo联想 拯救者 Y9000X P Y7000P 2024 冰魄白游戏设计笔记本,7299.0,7000-9000元,联想,游戏本,北京,未知,96.0,北京笔记本电脑实体店
新品首发微星MSI 绝影1614 Ai Studio 2024全新Ultra7  RTX4060独显直连25K240Hz轻薄全能游戏本电脑,11799.0,10000-20000元,其他品牌,轻薄本,上海,未知,26.0,微星游戏本旗舰店
MIUI小米 RedmiBook 14笔记本电脑轻薄商务办公学生红米1516pro,1599.0,3000元以下,小米,轻薄本,北京,未知,3.0,Ultrabook建外soho线下体验店
机械革命蛟龙16Pro学生轻薄电竞游戏笔记本电脑,7699.0,7000-9000元,机械革命,轻薄本,上海,未知,28.0,机械革命笔记本数码店
17寸笔记本电脑HP惠普 zbook 15 G6 移动图形工作站渲染设计建模,1745.68,3000元以下,惠普,其他类型,广东,广州,28.0,锐澳数码
新品现货Lenovo联想ThinkBook14P 锐龙R7标压 14英寸22K屏轻薄游戏笔记本电脑大学生商务办公官方旗舰,3699.0,3000-5000元,联想,轻薄本,福建,厦门,36.0,thinkpad恒瀚专卖店
Xiaomi小米 Redmi G 游戏本 XMG2003AJ 2022全新未拆封全国联保,4493.87,3000-5000元,小米,游戏本,湖北,武汉,15.0,小米华南数码科技
2022年新款苹果笔记本电脑MacBookPro超薄M2八核商务游戏设计剪辑,4282.87,3000-5000元,苹果,游戏本,广东,深圳,2.0,14年老店皇家数码严选 苹果笔记本电脑
移动工作站联想ThinkPad P15V 标压i5i7 4G独显156英寸3D绘图设计游戏移动图形工作站笔记本电脑IBM,6249.0,5000-7000元,联想,游戏本,江苏,无锡,7.0,thinkpad中硕专卖店
新品努比亚红魔电竞游戏本6月新品上市最新款红魔笔记本电脑,29999.0,20000元以上,其他品牌,游戏本,上海,未知,0.0,君川数码商城
联想ThinkPad X1 Carbon20轻薄高端商务旗舰办公22笔记本电脑,3288.0,3000-5000元,联想,轻薄本,浙江,杭州,14.0,联想正品一店
吾空凌云X15锐龙R56600游戏本156英寸25K超清屏办公笔记本电脑,2799.0,3000元以下,其他品牌,游戏本,广东,深圳,0.0,小丸子和白骨精
MECHREVO机械革命 蛟龙16K R7 7735HRTX4060游戏笔记本电脑,3899.0,3000-5000元,机械革命,游戏本,江苏,南京,13.0,笔记本优品电脑商行
保价618联想ThinkBook16P 2024款高性能商务办公笔记本 英特尔14代酷睿标压 16英寸设计AI创想笔记本559,10299.0,10000-20000元,联想,其他类型,江苏,南京,5.0,苏宁易购官方旗舰店
Microsoft微软 Surface Laptop i5 8G 256G商务办公笔记本电脑12,1056.87,3000元以下,微软,其他类型,广东,惠州,28.0,旧时光surface优品
Lenovo联想 拯救者 Y7000P_Y9000P 23款学生电竞游戏笔记本电脑,6099.0,5000-7000元,联想,游戏本,江苏,南京,2.0,笔记本优品电脑商行
Lenovo联想拯救者Y9000P2024冰魄白R9000P 4060游戏本笔记本电脑,8999.0,7000-9000元,联想,游戏本,北京,未知,2.0,贝克汉虎 电竞商城
新品AI本联想笔记本电脑小新Pro16 Al超能本 英特尔酷睿ultra5 125H 16英寸轻本120Hz护眼学生设计游戏,5898.75,5000-7000元,联想,游戏本,北京,未知,28.0,联想艾克兰斯专卖店
松下军工办公商务笔记本电脑cfsz5酷睿i512寸ips屏849克学生轻薄,844.87,3000元以下,其他品牌,轻薄本,广东,广州,100.0,勇缘本本
ThinkPad E14系列 i5 i7 2023款 E16 13代CPU 办公学习笔记本电脑,3894.0,3000-5000元,联想,其他类型,上海,未知,19.0,上海仁商实业有限公司
良品Acer宏碁掠夺者擎NEO暗影骑士擎龙 游戏笔记本电脑擎16,3499.0,3000-5000元,宏碁,游戏本,广东,广州,300.0,正达笔记本数码
Acer宏碁 游戏本电脑 暗影骑士 掠夺者擎Neo14代HX笔记本新品,7579.0,7000-9000元,宏碁,游戏本,北京,未知,5.0,宏碁acer电脑商城
机械革命极光Pro 4060 蛟龙16pro 4070 耀世16pro 学生笔记本电脑,6299.0,5000-7000元,机械革命,其他类型,上海,未知,100.0,机械革命品质服务1号店
24新品联想ThinkPad P16v英特尔酷睿Ultra7标压32G1T RTX1000Ada 6G独显图形创意游戏设计笔记本电脑官方,15999.0,10000-20000元,联想,游戏本,北京,未知,6.0,ThinkPad官方旗舰店
玩家国度ROG幻14air华硕4090 星空版轻薄设计高性能笔记本电脑,6549.0,5000-7000元,华硕,轻薄本,上海,未知,52.0,上海电竞自营店
Dell戴尔 灵越 14学生轻薄便捷商务办公i7游戏粉色笔记本电脑,2373.87,3000元以下,戴尔,轻薄本,湖北,武汉,45.0,鑫宇科技数码品牌店
24期免息分期Lenovo联想 拯救者R9000PR7000PY9000P 16英寸游戏本笔记本电脑新锐龙8核R7RTX40系显卡,8399.0,7000-9000元,联想,游戏本,天津,未知,23.0,联想通恒本厚专卖店
Lenovo联想小新1416Pro14新款酷睿全面屏轻薄办公女笔记本电脑,2799.0,3000元以下,联想,轻薄本,江苏,南京,100.0,华中笔记本电脑店
Xiaomi小米游戏笔记本电脑4060独显红米Redmi G电竞吃鸡3060联想,3685.0,3000-5000元,联想,游戏本,广东,深圳,0.0,品牌游戏本直销店
官翻机ROG幻14 幻15 幻16翻转触屏全能高性能设计轻薄笔记本电脑,6899.0,5000-7000元,玩家国度,轻薄本,北京,未知,41.0,ROG玩家国度数码商城
Xiaomi小米 RedmiBook Pro 14红米14轻薄网课办公游戏笔记本电脑,2499.0,3000元以下,小米,轻薄本,湖北,武汉,6.0,笔记本数码商行
新店钜惠华硕破晓43 Ultra5芯片1416寸13代英特尔轻薄商务办公学生笔记本电脑官方正品人脸指纹识别,3299.0,3000-5000元,华硕,轻薄本,江苏,南京,3.0,Asus华硕爱速斯专卖店
荣耀笔记本电脑MagicBook1415锐龙2022R5新款学生办公轻薄便携本,1899.0,3000元以下,荣耀,轻薄本,广东,广州,58.0,倾心科技品牌电脑
雷神TBOOK14Pro 23款设计轻薄商务办公游戏笔记本电脑13代i5处理,6799.0,5000-7000元,雷神,轻薄本,广东,深圳,52.0,雷神ThundeRobot深圳铂金店
24期免息微星MSI 绝影14Studio13代i9 RTX4060显卡25K屏轻薄游戏设计笔记本电脑旗舰店,13399.0,10000-20000元,其他品牌,轻薄本,上海,未知,22.0,微星游戏本旗舰店
20新款M1 Apple苹果MacBookPro设计商务办公游戏i5 i7笔记本电脑,2788.0,3000元以下,苹果,游戏本,广东,深圳,100.0,13年老店麦克布苹果电脑
雷神911X猎荒者降龙13代酷睿i7独显4060学生电竞游戏本笔记本电脑,5899.0,5000-7000元,雷神,游戏本,陕西,西安,95.0,雷神掌门人
2023新品HP惠普锐15轻薄商务办公笔记本156英寸AMD锐龙版R77730U处理器高色域学生网课便捷手提电脑275,3899.0,3000-5000元,惠普,轻薄本,江苏,南京,25.0,苏宁易购官方旗舰店
HP惠普 ProBook 440 G8 430 450 630 640 650 G9 G10 笔记本电脑,2750.0,3000元以下,惠普,其他类型,上海,未知,52.0,好好学习天天向上之成长
ROG玩家国度 幻X 幻13 4060 轻薄设计翻转触屏高性能笔记本电脑,5199.0,5000-7000元,玩家国度,轻薄本,北京,未知,41.0,ROG玩家国度数码商城
Lenovo联想 拯救者 R9000P R9 7945H RTX4060独显 拯救者游戏本,9199.0,9000-10000元,联想,游戏本,江西,南昌,100.0,无迪数码商城
HP惠普 星14PRO 星14PROBook青春版时尚办公轻薄网课学生笔记本,1799.0,3000元以下,惠普,轻薄本,江西,南昌,37.0,诚信青年数码商行
华硕a豆14 Pro 13代标压i5 25K高色域办公超轻薄手提笔记本电脑,3149.0,3000-5000元,华硕,轻薄本,江苏,南京,32.0,电脑正品商城
GPD MicroPC迷你笔记本电脑 轻薄便携UMPC超薄随身办公商务60英寸工程师超级本微小型主机win10口袋掌上电脑,2489.0,3000元以下,其他品牌,轻薄本,广东,深圳,58.0,格瑞来数码专营店
Asus华硕 灵耀 灵耀X13 R76800U灵耀13 Ultra7 OLED笔记本电脑,4699.0,3000-5000元,华硕,其他类型,河南,郑州,66.0,天选电脑商城
咨询有礼联想ThinkPad T14 锐龙R7 14英寸工程设计商务办公IBM笔记本电脑学生轻薄苏宁易购官方旗舰店865,6899.0,5000-7000元,联想,轻薄本,江苏,南京,37.0,苏宁易购官方旗舰店
笔记本电脑轻薄便携学生女生款超薄金属粉色英特尔酷睿i7商务办公,1095.0,3000元以下,其他品牌,轻薄本,广东,深圳,32.0,方科数码电脑店
Dell戴尔 游匣 游戏本G15新G5学生G3电竞游戏设计G7笔记本i7电脑,1886.0,3000元以下,戴尔,游戏本,上海,未知,17.0,起点科技数码
Dell戴尔i77540precision7720电脑M7730图形3D工作站笔记本M7740,2289.0,3000元以下,戴尔,其他类型,广东,广州,100.0,天极数码店
新品首发联想ThinkBook 14 16 2024 AI英特尔酷睿Ultra7商务办公学生游戏独显ibm笔记本电脑官方旗舰,6899.0,5000-7000元,联想,游戏本,上海,未知,75.0,ThinkPad捷翔专卖店
Alienware外星人M16M18M15M17R4567高端游戏本独立显卡优品,20099.0,20000元以上,外星人,游戏本,江苏,南京,98.0,戴尔官翻微星折扣店1
荣耀MagicBookX14 X15 2022 新款i5R5轻薄学习 办公笔记本电脑,1859.0,3000元以下,荣耀,轻薄本,湖北,武汉,100.0,华商科技品牌电脑
Huawei华为MateBook 14S 24款轻薄便携学生游戏触摸屏笔记本电脑,4188.0,3000-5000元,华为,轻薄本,广东,惠州,3.0,果粉笔记本中心
雷神911Plus 173英寸学生便携本商务学生设计笔记本电脑游戏吃鸡,1088.0,3000元以下,雷神,游戏本,广东,深圳,0.0,小哆来咪科技
Hasee神舟 战神S8D6Z8E6G8T8RTX4060RTX4070独显游戏笔记本,4599.0,3000-5000元,神舟,游戏本,北京,未知,44.0,神船首都号
ThinkPadT14工程师系列T490T14 i7十一代联想商务笔记本电脑win7,2999.0,3000元以下,联想,其他类型,江西,南昌,7.0,睿鑫ThinkPad笔记本电脑
Panasonic松下 SV1 SV9 高端商务笔记本电脑办公商用超轻笔记本,1645.61,3000元以下,其他品牌,其他类型,广东,广州,5.0,伊能幸福
雷神911ZERO 2024款14代i5i7i9 408090独显直连游戏笔记本电脑,7399.0,7000-9000元,雷神,游戏本,江苏,南京,77.0,电竞游戏本自营店
戴尔DELL灵越3520 办公编程设计剪辑制图学生网课独显笔记本电脑,3249.0,3000-5000元,戴尔,其他类型,北京,未知,87.0,品牌电脑之家
联想ThinkPad E16 酷睿i5i7 高色域轻薄商务办公笔记本电脑25K,3999.0,3000-5000元,联想,轻薄本,江苏,南京,56.0,Think国行分销批发店
东芝B35笔记本电脑轻薄学生游戏本15寸四核办公游戏本带数字键盘,799.0,3000元以下,其他品牌,轻薄本,广东,广州,29.0,利捷科技
2024首发新品156寸笔记本电脑N95英特尔办公设游戏学生电脑,1096.0,3000元以下,其他品牌,游戏本,广东,深圳,29.0,方科数码电脑店
华硕无双15 酷睿i5轻薄便携学生设计商务办公指纹手提笔记本电脑,3799.0,3000-5000元,华硕,轻薄本,北京,未知,200.0,华硕电脑自营店
联想ThinkPad T 14商务T15T490T480T470S办公便携笔记本电脑i7,2400.0,3000元以下,联想,其他类型,上海,未知,56.0,华南科技直销店
特价华硕游戏本电脑3060笔记本i7天选2独显4060大学生分期联想R7,2191.0,3000元以下,联想,游戏本,广东,深圳,0.0,品牌游戏本直销店
GPD Pocket3迷你平板二合一掌上笔记本电脑手写8寸轻薄翻转超极本,3199.0,3000-5000元,其他品牌,轻薄本,江苏,苏州,45.0,GPD掌机电脑
Lenovo联想 拯救者Y7000P i7 14650HI7 14700H RTX4060 8G独显,7299.0,7000-9000元,联想,其他类型,上海,未知,2000.0,无迪数码商城
雷神911X猎荒者 2023款 i7暗杀星zero满血4060独显直连笔记本电脑,3665.0,3000-5000元,雷神,其他类型,江西,南昌,100.0,品牌电脑商行top店
华硕无畏Pro15 28K 120Hz OLED屏新锐龙全能游戏轻薄笔记本电脑,3449.0,3000-5000元,华硕,轻薄本,江苏,南京,18.0,官企笔记本电脑商城
联想拯救者Y9000P2024冰魄白R9000P游戏笔记本电脑官方旗舰2024款,9073.0,9000-10000元,联想,游戏本,北京,未知,13.0,拯救者官企商城
Xiaomi小米3060游戏笔记本电脑3050学生红米Redmi G吃鸡4060联想,2677.0,3000元以下,联想,游戏本,广东,深圳,0.0,品牌游戏本直销店
微星MSI 泰坦16HX丨17HX丨GP68HX 2024游戏本满血RTX40系列酷睿i9笔记本电脑25K240Hz电竞本,9299.0,9000-10000元,其他品牌,游戏本,北京,未知,44.0,微星圣元利业专卖店
现货荣耀MagicBook V 14英寸轻薄商务触屏游戏学生手提笔记本电脑,3797.85,3000-5000元,荣耀,轻薄本,上海,未知,100.0,12年诚信老店
HP惠普 暗影精灵 系列光影78暗影9新款4060高配游戏笔记本电脑,3593.87,3000-5000元,惠普,游戏本,江苏,南京,100.0,扬帆电脑科技
Apple苹果 MacBook Air153英寸M2芯片2023款笔记本电脑官方旗舰店4,10099.0,10000-20000元,苹果,其他类型,浙江,金华,2.0,苏宁易购官方旗舰店
宏碁非凡go宏基商务办公女生16寸轻薄手提电脑官方正品笔记本电脑,1953.89,3000元以下,宏碁,轻薄本,山东,济南,35.0,梦匠电竞机械革命电脑店
攀升酷睿i3笔记本电脑 暴风龙P3先锋版办公轻薄游戏设计学生绘图专用商务超薄便携式轻薄本,2099.0,3000元以下,其他品牌,轻薄本,湖北,武汉,80.0,IPASON攀升官方旗舰店
七彩虹隐星P15 P16 将星X15游戏笔记本电脑满血版4060独显直连X17,4199.0,3000-5000元,其他品牌,游戏本,广东,深圳,88.0,雷神ThundeRobot深圳铂金店
当季新品 戴尔DELL灵龙笔记本电脑AI轻薄本灵越145445锐龙版高性能商务办公学生 22K,4099.0,3000-5000元,戴尔,轻薄本,江苏,无锡,4.0,戴尔新圆梦专卖店
Huawei华为 MateBook E BLw09 Ego平板触摸屏二合一笔记本电脑,1499.0,3000元以下,华为,二合一笔记本,上海,未知,54.0,上海臣胜数码科技
Lenovo联想 THINKBOOK THINKBOOK等,3180.0,3000-5000元,联想,其他类型,安徽,合肥,6.0,淇艺思创电脑科技
Microsoft微软 微软Surface Laptop Go 2商务轻薄笔记本电脑4Go3,2688.0,3000元以下,微软,轻薄本,广东,深圳,19.0,佳诺数码优品
24新品联想ThinkBook16 锐龙高性能本酷睿Ultra7轻薄学生游戏本16英寸大屏办公笔记本电脑,3799.0,3000-5000元,联想,轻薄本,广东,广州,10.0,ThinkPad仁捷专卖店
