标题,价格,省份,城市,销量,店铺
【保价618】联想ThinkBook16P 2024款高性能商务办公笔记本 英特尔14代酷睿标压 16英寸设计AI创想笔记本559,10299.00,江苏,南京,5,苏宁易购官方旗舰店
Microsoft/微软 Surface Laptop i5 8G 256G商务办公笔记本电脑12,1056.87,广东,惠州,28,旧时光surface优品
LG gram17英寸超轻薄本笔记本电脑2024新款英特尔酷睿Ultra7-155H高性,9693.42,北京,未知,21,LG天恩志兴专卖店
Lenovo/联想 拯救者 Y7000P_Y9000P 23款学生电竞游戏笔记本电脑,6099.00,江苏,南京,2,笔记本优品电脑商行
Lenovo/联想拯救者Y9000P2024冰魄白R9000P 4060游戏本笔记本电脑,8999.00,北京,未知,2,贝克汉虎 电竞商城
【新品AI本】联想笔记本电脑小新Pro16 Al超能本 英特尔酷睿ultra5 125H 16英寸轻本120Hz护眼学生设计游戏,5898.75,北京,未知,28,联想艾克兰斯专卖店
2024新品HP/惠普战66六代七代笔记本酷睿Ultra处理器2050独显2.5K高性,3849.00,江苏,南京,41,惠普推星专卖店
松下军工办公商务笔记本电脑cf-sz5酷睿i512寸ips屏849克学生轻薄,844.87,广东,广州,100+,勇缘本本
ThinkPad E14系列 i5 i7 2023款 E16 13代CPU 办公学习笔记本电脑,3894.00,上海,未知,19,上海仁商实业有限公司
【良品】Acer宏碁掠夺者擎NEO暗影骑士擎·龙 游戏笔记本电脑擎16,3499.00,广东,广州,300+,正达笔记本数码
Acer/宏碁 游戏本电脑 暗影骑士 掠夺者擎Neo14代HX笔记本新品,7579.00,北京,未知,5,宏碁acer电脑商城
IP65双屏三屏全加固工业三防笔记本电脑工业移动工作站服务器电脑,23800.00,广东,东莞,4,鑫控特种计算机
机械革命极光Pro 4060 蛟龙16pro 4070 耀世16pro 学生笔记本电脑,6299.00,上海,未知,100+,机械革命品质服务1号店
【24新品】联想ThinkPad P16v英特尔酷睿Ultra7标压32G1T RTX1000Ada 6G独显图形创意游戏设计笔记本电脑官方,15999.00,北京,未知,6,ThinkPad官方旗舰店
玩家国度ROG幻14air华硕4090 星空版轻薄设计高性能笔记本电脑,6549.00,上海,未知,52,上海电竞自营店
2024新品首发联想ThinkBook14+/16+ 锐龙R7-8845H/酷睿Ultra7 14,5499.00,福建,厦门,4000+,thinkpad新启联专卖店
Dell/戴尔 灵越 14学生轻薄便捷商务办公i7游戏粉色笔记本电脑,2373.87,湖北,武汉,45,鑫宇科技数码品牌店
【24期免息分期】Lenovo/联想 拯救者R9000P/R7000P/Y9000P 16英寸游戏本笔记本电脑新锐龙8核R7/RTX40系显卡,8399.00,天津,未知,23,联想通恒本厚专卖店
Lenovo/联想小新14/16Pro14新款酷睿全面屏轻薄办公女笔记本电脑,2799.00,江苏,南京,100+,华中笔记本电脑店
高性能AI超轻薄本笔记本电脑 AMD锐龙7 14英寸学生商务官方旗舰店,6899.00,上海,未知,1000+,adol官方旗舰店
【咨询有礼】联想ThinkPad T14 英特尔酷睿i7 14英寸专业商务办公轻薄设计笔记本电脑苏宁易购官方旗舰店865,7499.00,江苏,南京,11,苏宁易购官方旗舰店
Xiaomi/小米游戏笔记本电脑4060独显红米Redmi G电竞吃鸡3060联想,3685.00,广东,深圳,0,品牌游戏本直销店
官翻机ROG幻14 幻15 幻16翻转触屏全能高性能设计轻薄笔记本电脑,6899.00,北京,未知,41,ROG玩家国度数码商城
LGgram Ultra 2.5K LG原厂防眩光笔记本电脑商务办公轻薄本32G,10630.00,上海,未知,18,LG笔记本旗舰店
Xiaomi/小米 RedmiBook Pro 14红米14轻薄网课办公游戏笔记本电脑,2499.00,湖北,武汉,6,笔记本数码商行
【新店钜惠】华硕破晓4/3 Ultra5芯片14/16寸13代英特尔轻薄商务办公学生笔记本电脑官方正品人脸/指纹识别,3299.00,江苏,南京,3,Asus华硕爱速斯专卖店
荣耀笔记本电脑MagicBook14/15锐龙2022R5新款学生办公轻薄便携本,1899.00,广东,广州,58,倾心科技品牌电脑
官方店联想拯救者 Y7000P/R9000P/Y9000P可选 游戏笔记本电脑,9699.00,北京,未知,400+,联想直营官方店
MSI/微星 GP76 GP76 魔影15 GS66/GS65 G75/GF63 游戏笔记本电脑,2800.00,江苏,南京,100+,蒙奇奇游戏本
雷神T-BOOK14Pro 23款设计轻薄商务办公游戏笔记本电脑13代i5处理,6799.00,广东,深圳,52,雷神ThundeRobot深圳铂金店
【24期免息】微星/MSI 绝影14Studio13代i9 RTX4060显卡2.5K屏轻薄游戏设计笔记本电脑旗舰店,13399.00,上海,未知,22,微星游戏本旗舰店
20新款M1 Apple/苹果MacBookPro设计商务办公游戏i5 i7笔记本电脑,2788.00,广东,深圳,100+,13年老店麦克布苹果电脑
2024旗舰新品HP/惠普 spectre X360 可选英特尔Evo酷睿Ultra7 Arc,13299.00,广东,广州,68,惠普中国官方旗舰店
Apple苹果笔记本电脑i7视网膜游戏办公设计air剪辑超薄学生手提本,1050.00,广东,广州,1,奋明电脑商城
雷神911X猎荒者降龙13代酷睿i7独显4060学生电竞游戏本笔记本电脑,5899.00,陕西,西安,95,雷神掌门人
【2023新品】HP惠普锐15轻薄商务办公笔记本15.6英寸AMD锐龙版R7-7730U处理器高色域学生网课便捷手提电脑275,3899.00,江苏,南京,25,苏宁易购官方旗舰店
2024新品上市LG gram17AI酷睿Ultra7学习商务办公轻薄本2.5K LG原厂防,9683.00,上海,未知,33,LG笔记本旗舰店
HP/惠普 ProBook 440 G8 430 450 630 640 650 G9 G10 笔记本电脑,2750.00,上海,未知,52,好好学习天天向上之成长
ROG玩家国度 幻X 幻13 4060 轻薄设计翻转触屏高性能笔记本电脑,5199.00,北京,未知,41,ROG玩家国度数码商城
Lenovo/联想 拯救者 R9000P R9 7945H RTX4060独显 拯救者游戏本,9199.00,江西,南昌,100+,无迪数码商城
HP/惠普 星14PRO 星14PROBook青春版时尚办公轻薄网课学生笔记本,1799.00,江西,南昌,37,诚信青年数码商行
外星人ALIENWARE x14 R2 14英寸高性能轻薄本 游戏电竞笔记本电脑,22999.00,北京,未知,2,外星人长虹佳华专卖店
华硕a豆14 Pro 13代标压i5 2.5K高色域办公超轻薄手提笔记本电脑,3149.00,江苏,南京,32,电脑正品商城
GPD MicroPC迷你笔记本电脑 轻薄便携UMPC超薄随身办公商务6.0英寸工程师超级本微小型主机win10口袋掌上电脑,2489.00,广东,深圳,58,格瑞来数码专营店
Asus/华硕 灵耀 灵耀X13 R7-6800U灵耀13 Ultra7 OLED笔记本电脑,4699.00,河南,郑州,66,天选电脑商城
LG gram17英寸超轻薄本笔记本电脑2024新款英特尔酷睿Ultra7-155H高性,10209.00,北京,未知,21,LG天恩志兴专卖店
【咨询有礼】联想ThinkPad T14 锐龙R7 14英寸工程设计商务办公IBM笔记本电脑学生轻薄苏宁易购官方旗舰店865,6899.00,江苏,南京,37,苏宁易购官方旗舰店
笔记本电脑轻薄便携学生女生款超薄金属粉色英特尔酷睿i7商务办公,1095.00,广东,深圳,32,方科数码电脑店
Dell/戴尔 游匣 游戏本G15新G5学生G3电竞游戏设计G7笔记本i7电脑,1886.00,上海,未知,17,起点科技数码
Dell/戴尔i77540precision7720电脑M7730图形3D工作站笔记本M7740,2289.00,广东,广州,100+,天极数码店
2024新品首发联想ThinkBook14+/16+ 锐龙R7-8845H/酷睿Ultra7 14,7699.00,福建,厦门,4000+,thinkpad新启联专卖店
【新品首发】联想ThinkBook 14+ 16+ 2024 AI英特尔酷睿Ultra7商务办公学生游戏独显ibm笔记本电脑官方旗舰,6899.00,上海,未知,75,ThinkPad捷翔专卖店
Alienware/外星人M16/M18/M15/M17R4567高端游戏本独立显卡优品,20099.00,江苏,南京,98,戴尔官翻微星折扣店1
荣耀MagicBookX14 /X15 2022 新款i5R5轻薄学习 办公笔记本电脑,1859.00,湖北,武汉,100+,华商科技品牌电脑
2024新品HP/惠普战66六代七代笔记本酷睿Ultra处理器2050独显2.5K高性,4891.39,江苏,南京,41,惠普推星专卖店
Huawei/华为MateBook 14S 24款轻薄便携学生游戏触摸屏笔记本电脑,4188.00,广东,惠州,3,果粉笔记本中心
雷神911Plus 17.3英寸学生便携本商务学生设计笔记本电脑游戏吃鸡,1088.00,广东,深圳,0,小哆来咪科技
Hasee/神舟 战神S8D6/Z8E6/G8/T8/RTX4060/RTX4070独显游戏笔记本,4599.00,北京,未知,44,神船首都号
ThinkPadT14工程师系列T490/T14 i7十一代联想商务笔记本电脑win7,2999.00,江西,南昌,7,睿鑫ThinkPad笔记本电脑
2024新品联想 拯救者G5000 酷睿i7 拯救者升级版15.6英寸独显电竞玩家,6935.00,江苏,南京,23,联想冉创专卖店
Panasonic/松下 SV1 SV9 高端商务笔记本电脑办公商用超轻笔记本,1645.61,广东,广州,5,伊能幸福
雷神911ZERO 2024款14代i5/i7/i9 4080/90独显直连游戏笔记本电脑,7399.00,江苏,南京,77,电竞游戏本自营店
戴尔/DELL灵越3520 办公编程设计剪辑制图学生网课独显笔记本电脑,3249.00,北京,未知,87,品牌电脑之家
IP65双屏三屏全加固工业三防笔记本电脑工业移动工作站服务器电脑,9050.00,广东,东莞,4,鑫控特种计算机
联想ThinkPad E16 酷睿i5/i7 高色域轻薄商务办公笔记本电脑2.5K,3999.00,江苏,南京,56,Think国行分销批发店
东芝B35笔记本电脑轻薄学生游戏本15寸四核办公游戏本带数字键盘,799.00,广东,广州,29,利捷科技
【2024首发新品】15.6寸笔记本电脑N95英特尔办公设游戏学生电脑,1096.00,广东,深圳,29,方科数码电脑店
高性能AI超轻薄本笔记本电脑 AMD锐龙7 14英寸学生商务官方旗舰店,5299.00,上海,未知,1000+,adol官方旗舰店
华硕无双15 酷睿i5轻薄便携学生设计商务办公指纹手提笔记本电脑,3799.00,北京,未知,200+,华硕电脑自营店
联想ThinkPad T 14商务T15/T490/T480/T470S办公便携笔记本电脑i7,2400.00,上海,未知,56,华南科技直销店
特价华硕游戏本电脑3060笔记本i7天选2独显4060大学生分期联想R7,2191.00,广东,深圳,0,品牌游戏本直销店
LGgram Ultra 2.5K LG原厂防眩光笔记本电脑商务办公轻薄本32G,10093.37,上海,未知,18,LG笔记本旗舰店
GPD Pocket3迷你平板二合一掌上笔记本电脑手写8寸轻薄翻转超极本,3199.00,江苏,苏州,45,GPD掌机电脑
Lenovo/联想 拯救者Y7000P i7 14650H/I7 14700H RTX4060 8G独显,7299.00,上海,未知,2000+,无迪数码商城
雷神911X猎荒者 2023款 i7暗杀星zero满血4060独显直连笔记本电脑,3665.00,江西,南昌,100+,品牌电脑商行top店
官方店联想拯救者 Y7000P/R9000P/Y9000P可选 游戏笔记本电脑,8699.00,北京,未知,400+,联想直营官方店
华硕无畏Pro15 2.8K 120Hz OLED屏新锐龙全能游戏轻薄笔记本电脑,3449.00,江苏,南京,18,官企笔记本电脑商城
联想拯救者Y9000P2024冰魄白R9000P游戏笔记本电脑官方旗舰2024款,9073.00,北京,未知,13,拯救者官企商城
Xiaomi/小米3060游戏笔记本电脑3050学生红米Redmi G吃鸡4060联想,2677.00,广东,深圳,0,品牌游戏本直销店
微星/MSI 泰坦16HX丨17HX丨GP68HX 2024游戏本满血RTX40系列酷睿i9笔记本电脑2.5K240Hz电竞本,9299.00,北京,未知,44,微星圣元利业专卖店
2024旗舰新品HP/惠普 spectre X360 可选英特尔Evo酷睿Ultra7 Arc,10399.00,广东,广州,68,惠普中国官方旗舰店
现货荣耀MagicBook V 14英寸轻薄商务触屏游戏学生手提笔记本电脑,3797.85,上海,未知,100+,12年诚信老店
HP/惠普 暗影精灵 系列光影7/8暗影9新款4060高配游戏笔记本电脑,3593.87,江苏,南京,100+,扬帆电脑科技
Apple/苹果 MacBook Air15.3英寸M2芯片2023款笔记本电脑官方旗舰店4,10099.00,浙江,金华,2,苏宁易购官方旗舰店
2024新品上市LG gram17AI酷睿Ultra7学习商务办公轻薄本2.5K LG原厂防,9193.72,上海,未知,33,LG笔记本旗舰店
宏碁非凡go宏基商务办公女生16寸轻薄手提电脑官方正品笔记本电脑,1953.89,山东,济南,35,梦匠电竞机械革命电脑店
攀升酷睿i3笔记本电脑 暴风龙P3【先锋版】办公轻薄游戏设计学生绘图专用商务超薄便携式轻薄本,2099.00,湖北,武汉,80,IPASON攀升官方旗舰店
七彩虹隐星P15 P16 将星X15游戏笔记本电脑满血版4060独显直连X17,4199.00,广东,深圳,88,雷神ThundeRobot深圳铂金店
当季新品 戴尔（DELL）灵龙笔记本电脑AI轻薄本灵越14-5445锐龙版高性能商务办公学生 2.2K,4099.00,江苏,无锡,4,戴尔新圆梦专卖店
外星人ALIENWARE x14 R2 14英寸高性能轻薄本 游戏电竞笔记本电脑,14999.00,北京,未知,2,外星人长虹佳华专卖店
Huawei/华为 MateBook E BL-w09 Ego平板触摸屏二合一笔记本电脑,1499.00,上海,未知,54,上海臣胜数码科技
HP/惠普笔记本电脑i7游戏本大学生网课超薄手提商务办公轻薄便携,998.00,广东,广州,30,优常数码科技
Lenovo/联想 THINKBOOK THINKBOOK等,3180.00,安徽,合肥,6,淇艺思创电脑科技
2024新品首发联想ThinkBook14+/16+ 锐龙R7-8845H/酷睿Ultra7 14,5499.00,福建,厦门,4000+,thinkpad新启联专卖店
Microsoft/微软 微软Surface Laptop Go 2商务轻薄笔记本电脑4Go3,2688.00,广东,深圳,19,佳诺数码优品
【24新品】联想ThinkBook16 锐龙高性能本酷睿Ultra7轻薄学生游戏本16英寸大屏办公笔记本电脑,3799.00,广东,广州,10,ThinkPad仁捷专卖店
Lenovo/联想 Yoga C940 C740 FLEX 14触屏办公学生笔记本电脑15寸,1850.00,广东,广州,200+,百星奇数码
联想ThinkBook 16p酷睿I5 13500H高色域轻薄办公笔记本电脑2.5K,2998.00,湖南,长沙,52,EINHORN的本本
2024新品联想 拯救者G5000 酷睿i7 拯救者升级版15.6英寸独显电竞玩家,6488.25,江苏,南京,23,联想冉创专卖店
【24期免息】惠普HP2024新品英特尔酷睿Ultra5 星Book Pro14/16  2.8K护眼超轻薄办公学生笔记本电脑自营3577,5099.00,江苏,南京,3,苏宁易购官方旗舰店
acer宏碁2024新品优跃笔记本电脑 标压i7 16英寸办公学生轻薄本 i7-13620H 标压IPS屏 宏基手提笔记本电脑,4299.00,北京,未知,7,acer宏碁商用旗舰店
华硕破晓4 Ultra5 2024AI高性能轻薄商务办公手提学生笔记本电脑,2899.00,广东,广州,6,华硕笔记本自营店
LG gram17英寸超轻薄本笔记本电脑2024新款英特尔酷睿Ultra7-155H高性,9693.42,北京,未知,21,LG天恩志兴专卖店
雷神笔记本电脑911X猎荒者电竞笔记本电脑13代英特尔酷睿i7-13620HRTX4060游戏本满血独显直连1K定制屏[1484],5999.00,上海,未知,10,苏宁易购官方旗舰店
Lenovo/联想 E 4430-ITH二手笔记本电脑商务办公学生网课手提便携,585.00,江苏,苏州,4,牛牛二手电脑数码馆
【官方正品】Hasee神舟13代战神Z7-DA5NS/S8D6/Z7D6/T7-DA7NP酷睿i7 RTX3050满血独显窄边框带背光吃鸡游戏本,4199.00,四川,成都,74,神舟新战神专卖店
15寸独显thinkpad联想T580笔记本电脑T570大屏T15商务办公本t590,1099.00,广东,广州,84,千度数码联想Thinkpad笔记本
2024新品HP/惠普战66六代七代笔记本酷睿Ultra处理器2050独显2.5K高性,3849.00,江苏,南京,41,惠普推星专卖店
2023款MacBook Pro 官翻新机苹果M1Pro Max 16英寸笔记本电脑定制,8700.00,江苏,南京,81,南京麦克牛牛数码
【爆款尖货】吾空凌云X15/16 锐龙R7-7840Hs/8845Hs锐龙版无界轻薄本16/15.6英寸全面屏笔记本电脑商务本,2999.00,广东,深圳,100+,WOOKING旗舰店
【热卖促销】HP/惠普 Elitebook 640 G10 G9 14英寸商用高端轻薄笔记本办公电脑 酷睿 i5/i7处理器 FHD IPS屏,4699.00,北京,未知,5,惠普锐博正业专卖店
2024新款联想ThinkBook16P 14代酷睿i7/i9 RTX4060独显笔记本电脑,9999.00,福建,厦门,9,thinkpad新启联专卖店
Lenovo/联想拯救者 Y9000P 2024款 大学生设计电竞游戏笔记本电脑,10493.87,上海,未知,4,百亿贴补电脑直供店
HP/惠普 战66- AMD七代 7代 2024款高色域全高清屏幕 笔记本电脑,3249.00,上海,未知,16,惠普电脑商城
Hasee/神舟 战神S8/T8/Z8D6/G8D6/Z7/RTX4060/RTX4070独显直连学生电竞游戏本办公电脑神州游戏笔记本电脑,4688.00,北京,未知,8,蕊蕊恒信数码专营店
高性能AI超轻薄本笔记本电脑 AMD锐龙7 14英寸学生商务官方旗舰店,5299.00,上海,未知,1000+,adol官方旗舰店
HP惠普Elitebook630 640 650 G8 G9 G10 i3 i5 i7 13代笔记本电脑,3049.00,上海,未知,86,上海惠普在线商店
Dell/戴尔 INS 灵越16Plus 7630 16英寸2.5K屏13代i7/4060笔记本,7499.00,上海,未知,2,上海徐家汇电脑商城
ROG冰刃7 双屏 16英寸 星云原画屏 设计师高性能 游戏笔记本电脑,20899.00,上海,未知,66,Asus华硕笔记本自营商城
LGgram Ultra 2.5K LG原厂防眩光笔记本电脑商务办公轻薄本32G,10093.37,上海,未知,18,LG笔记本旗舰店
Asus/华硕 无畏16 Pro14 /Pro15i 2023款轻薄办公笔记本电脑,3299.00,江苏,南京,36,电竞游戏本自营店
Lenovo/联想 小新Pro14/pro16锐龙版笔记本电脑学生办公AI轻薄本,5699.00,上海,未知,22,联想电脑正品自营店
新品2024款 联想拯救者Y7000P  酷睿标压i7-14700Hx RTX4060 16英寸游戏电竞笔记本电脑,10073.00,浙江,杭州,1,天猫优品官方直营
官方店联想拯救者 Y7000P/R9000P/Y9000P可选 游戏笔记本电脑,8699.00,北京,未知,400+,联想直营官方店
华硕a豆14 Pro 酷睿i5高性能商务办公大学生游戏手提笔记本电脑,2949.00,江苏,南京,100+,电脑正品商城
【新品现货】联想小新Pro14 2023标压锐龙版R7 7840HS 2.8K 120Hz 14英寸笔记本电脑 学生办公便携轻薄本,4197.80,上海,未知,65,联想联保专卖店
Hasee/神舟 战神S8D6/Z8学生笔记本电脑RTX4060独显直连本 游戏本,3690.00,江西,南昌,6,星星电脑品牌优惠店
Acer/宏碁新蜂鸟13代酷睿i5 15.6英寸10核轻薄笔记本电脑学生商用办公本宏基官方正品,3199.00,上海,未知,9,acer宏碁商用旗舰店
2024旗舰新品HP/惠普 spectre X360 可选英特尔Evo酷睿Ultra7 Arc,10399.00,广东,广州,68,惠普中国官方旗舰店
